"","batsman","bowler","no_of_times","no_of_balls","p_out","p_not_out"
"4146","SM Pollock","MF Maharoof",1,3,0.333333333333333,0.666666666666667
"4147","SM Pollock","P Amarnath",1,3,0.333333333333333,0.666666666666667
"4148","SM Pollock","S Sreesanth",1,2,0.5,0.5
"4149","SM Pollock","SB Bangar",1,7,0.142857142857143,0.857142857142857
"4150","SM Pollock","Sohail Tanvir",1,1,1,0
"4151","SM Pollock","VY Mahesh",1,1,1,0
"4152","SM Pollock","Yuvraj Singh",1,1,1,0
"4153","SM Pollock","Z Khan",1,4,0.25,0.75
"4154","SN Khan","A Nehra",1,6,0.166666666666667,0.833333333333333
"4155","SN Khan","Anureet Singh",1,7,0.142857142857143,0.857142857142857
"4156","SN Khan","DJ Bravo",1,9,0.111111111111111,0.888888888888889
"4157","SN Khan","JJ Bumrah",1,8,0.125,0.875
"4158","SN Khan","RA Jadeja",1,10,0.1,0.9
"4159","Sohail Tanvir","A Nehra",1,1,1,0
"4160","Sohail Tanvir","MF Maharoof",1,1,1,0
"4161","Sohail Tanvir","Umar Gul",1,5,0.2,0.8
"4162","SP Fleming","A Kumble",1,10,0.1,0.9
"4163","SP Fleming","DP Vijaykumar",1,15,0.0666666666666667,0.933333333333333
"4164","SP Fleming","DS Kulkarni",1,8,0.125,0.875
"4165","SP Fleming","Mohammad Asif",1,9,0.111111111111111,0.888888888888889
"4166","SP Fleming","S Sreesanth",1,2,0.5,0.5
"4167","SP Fleming","SB Styris",1,3,0.333333333333333,0.666666666666667
"4168","SP Fleming","Sohail Tanvir",1,3,0.333333333333333,0.666666666666667
"4169","SP Fleming","VY Mahesh",1,11,0.0909090909090909,0.909090909090909
"4170","SP Goswami","AB Agarkar",1,12,0.0833333333333333,0.916666666666667
"4171","SP Goswami","AC Thomas",1,3,0.333333333333333,0.666666666666667
"4172","SP Goswami","BJ Hodge",1,5,0.2,0.8
"4173","SP Goswami","CK Langeveldt",1,10,0.1,0.9
"4174","SP Goswami","CRD Fernando",1,4,0.25,0.75
"4175","SP Goswami","KP Appanna",1,2,0.5,0.5
"4176","SP Goswami","MF Maharoof",1,9,0.111111111111111,0.888888888888889
"4177","SP Goswami","MM Patel",2,4,0.5,0.5
"4178","SP Goswami","MS Gony",1,9,0.111111111111111,0.888888888888889
"4179","SP Goswami","R Bhatia",1,20,0.05,0.95
"4180","SP Goswami","Shakib Al Hasan",1,8,0.125,0.875
"4181","SP Goswami","V Pratap Singh",1,3,0.333333333333333,0.666666666666667
"4182","SP Goswami","YA Abdulla",1,1,1,0
"4183","SP Narine","Anand Rajan",1,1,1,0
"4184","SP Narine","KK Cooper",1,3,0.333333333333333,0.666666666666667
"4185","SP Narine","MG Johnson",2,9,0.222222222222222,0.777777777777778
"4186","SP Narine","RA Jadeja",1,3,0.333333333333333,0.666666666666667
"4187","SPD Smith","A Mishra",1,26,0.0384615384615385,0.961538461538462
"4188","SPD Smith","AD Russell",1,9,0.111111111111111,0.888888888888889
"4189","SPD Smith","AR Patel",1,10,0.1,0.9
"4190","SPD Smith","D Wiese",1,16,0.0625,0.9375
"4191","SPD Smith","DE Bollinger",1,1,1,0
"4192","SPD Smith","DJ Bravo",2,36,0.0555555555555556,0.944444444444444
"4193","SPD Smith","DW Steyn",1,14,0.0714285714285714,0.928571428571429
"4194","SPD Smith","I Sharma",1,12,0.0833333333333333,0.916666666666667
"4195","SPD Smith","J Botha",1,21,0.0476190476190476,0.952380952380952
"4196","SPD Smith","J Theron",1,5,0.2,0.8
"4197","SPD Smith","JJ Bumrah",1,1,1,0
"4198","SPD Smith","JP Faulkner",1,15,0.0666666666666667,0.933333333333333
"4199","SPD Smith","KV Sharma",1,27,0.037037037037037,0.962962962962963
"4200","SPD Smith","MA Starc",1,7,0.142857142857143,0.857142857142857
"4201","SPD Smith","MG Johnson",1,8,0.125,0.875
"4202","SPD Smith","MJ McClenaghan",1,10,0.1,0.9
"4203","SPD Smith","MM Patel",1,8,0.125,0.875
"4204","SPD Smith","MM Sharma",2,27,0.0740740740740741,0.925925925925926
"4205","SPD Smith","PP Chawla",1,17,0.0588235294117647,0.941176470588235
"4206","SPD Smith","PP Ojha",1,7,0.142857142857143,0.857142857142857
"4207","SPD Smith","R Rampaul",1,3,0.333333333333333,0.666666666666667
"4208","SPD Smith","R Vinay Kumar",2,27,0.0740740740740741,0.925925925925926
"4209","SPD Smith","RA Jadeja",4,40,0.1,0.9
"4210","SPD Smith","RS Bopara",1,8,0.125,0.875
"4211","SPD Smith","SP Narine",1,17,0.0588235294117647,0.941176470588235
"4212","SR Tendulkar","A Chandila",1,8,0.125,0.875
"4213","SR Tendulkar","A Mishra",2,45,0.0444444444444444,0.955555555555556
"4214","SR Tendulkar","A Nehra",1,14,0.0714285714285714,0.928571428571429
"4215","SR Tendulkar","A Singh",1,5,0.2,0.8
"4216","SR Tendulkar","AB Agarkar",1,18,0.0555555555555556,0.944444444444444
"4217","SR Tendulkar","AD Mascarenhas",1,1,1,0
"4218","SR Tendulkar","AJ Finch",1,16,0.0625,0.9375
"4219","SR Tendulkar","AL Menaria",1,4,0.25,0.75
"4220","SR Tendulkar","Anand Rajan",1,10,0.1,0.9
"4221","SR Tendulkar","Azhar Mahmood",1,18,0.0555555555555556,0.944444444444444
"4222","SR Tendulkar","BAW Mendis",1,8,0.125,0.875
"4223","SR Tendulkar","D du Preez",1,3,0.333333333333333,0.666666666666667
"4224","SR Tendulkar","DE Bollinger",1,26,0.0384615384615385,0.961538461538462
"4225","SR Tendulkar","DP Nannes",1,17,0.0588235294117647,0.941176470588235
"4226","SR Tendulkar","DW Steyn",1,42,0.0238095238095238,0.976190476190476
"4227","SR Tendulkar","HV Patel",1,7,0.142857142857143,0.857142857142857
"4228","SR Tendulkar","I Sharma",1,69,0.0144927536231884,0.985507246376812
"4229","SR Tendulkar","IK Pathan",1,56,0.0178571428571429,0.982142857142857
"4230","SR Tendulkar","J Syed Mohammad",1,8,0.125,0.875
"4231","SR Tendulkar","JH Kallis",2,28,0.0714285714285714,0.928571428571429
"4232","SR Tendulkar","Joginder Sharma",1,16,0.0625,0.9375
"4233","SR Tendulkar","L Balaji",1,28,0.0357142857142857,0.964285714285714
"4234","SR Tendulkar","LR Shukla",1,15,0.0666666666666667,0.933333333333333
"4235","SR Tendulkar","M Morkel",1,17,0.0588235294117647,0.941176470588235
"4236","SR Tendulkar","P Kumar",2,59,0.0338983050847458,0.966101694915254
"4237","SR Tendulkar","PJ Sangwan",1,22,0.0454545454545455,0.954545454545455
"4238","SR Tendulkar","PP Chawla",2,54,0.037037037037037,0.962962962962963
"4239","SR Tendulkar","PP Ojha",1,28,0.0357142857142857,0.964285714285714
"4240","SR Tendulkar","R Ashwin",1,32,0.03125,0.96875
"4241","SR Tendulkar","R Bhatia",3,27,0.111111111111111,0.888888888888889
"4242","SR Tendulkar","R Sharma",2,15,0.133333333333333,0.866666666666667
"4243","SR Tendulkar","R Vinay Kumar",2,61,0.0327868852459016,0.967213114754098
"4244","SR Tendulkar","RA Jadeja",1,26,0.0384615384615385,0.961538461538462
"4245","SR Tendulkar","RJ Harris",1,21,0.0476190476190476,0.952380952380952
"4246","SR Tendulkar","RP Singh",3,43,0.0697674418604651,0.930232558139535
"4247","SR Tendulkar","SB Jakati",1,49,0.0204081632653061,0.979591836734694
"4248","SR Tendulkar","Shahid Afridi",1,3,0.333333333333333,0.666666666666667
"4249","SR Tendulkar","Shakib Al Hasan",1,13,0.0769230769230769,0.923076923076923
"4250","SR Tendulkar","Shoaib Akhtar",1,3,0.333333333333333,0.666666666666667
"4251","SR Tendulkar","SK Raina",1,14,0.0714285714285714,0.928571428571429
"4252","SR Tendulkar","SK Trivedi",1,48,0.0208333333333333,0.979166666666667
"4253","SR Tendulkar","SK Warne",1,39,0.0256410256410256,0.974358974358974
"4254","SR Tendulkar","SP Narine",2,9,0.222222222222222,0.777777777777778
"4255","SR Tendulkar","T Thushara",1,15,0.0666666666666667,0.933333333333333
"4256","SR Tendulkar","UT Yadav",1,14,0.0714285714285714,0.928571428571429
"4257","SR Tendulkar","V Pratap Singh",1,9,0.111111111111111,0.888888888888889
"4258","SR Tendulkar","VS Malik",1,4,0.25,0.75
"4259","SR Tendulkar","VY Mahesh",1,2,0.5,0.5
"4260","SR Tendulkar","Yuvraj Singh",1,17,0.0588235294117647,0.941176470588235
"4261","SR Tendulkar","Z Khan",1,13,0.0769230769230769,0.923076923076923
"4262","SR Watson","A Mishra",2,48,0.0416666666666667,0.958333333333333
"4263","SR Watson","A Nehra",1,36,0.0277777777777778,0.972222222222222
"4264","SR Watson","AC Thomas",1,3,0.333333333333333,0.666666666666667
"4265","SR Watson","AD Mathews",1,20,0.05,0.95
"4266","SR Watson","AR Patel",3,21,0.142857142857143,0.857142857142857
"4267","SR Watson","B Lee",1,19,0.0526315789473684,0.947368421052632
"4268","SR Watson","BW Hilfenhaus",1,6,0.166666666666667,0.833333333333333
"4269","SR Watson","DE Bollinger",1,11,0.0909090909090909,0.909090909090909
"4270","SR Watson","DJ Bravo",3,30,0.1,0.9
"4271","SR Watson","DS Kulkarni",1,29,0.0344827586206897,0.96551724137931
"4272","SR Watson","Harbhajan Singh",2,37,0.0540540540540541,0.945945945945946
"4273","SR Watson","I Sharma",2,23,0.0869565217391304,0.91304347826087
"4274","SR Watson","J Suchith",1,12,0.0833333333333333,0.916666666666667
"4275","SR Watson","JH Kallis",1,18,0.0555555555555556,0.944444444444444
"4276","SR Watson","JJ Bumrah",1,13,0.0769230769230769,0.923076923076923
"4277","SR Watson","KA Pollard",2,16,0.125,0.875
"4278","SR Watson","KV Sharma",1,25,0.04,0.96
"4279","SR Watson","L Balaji",1,14,0.0714285714285714,0.928571428571429
"4280","SR Watson","LR Shukla",1,2,0.5,0.5
"4281","SR Watson","M Muralitharan",1,24,0.0416666666666667,0.958333333333333
"4282","SR Watson","MC Henriques",1,11,0.0909090909090909,0.909090909090909
"4283","SR Watson","MG Johnson",1,17,0.0588235294117647,0.941176470588235
"4284","SR Watson","MM Sharma",1,40,0.025,0.975
"4285","SR Watson","Mohammed Shami",1,7,0.142857142857143,0.857142857142857
"4286","SR Watson","Mustafizur Rahman",2,4,0.5,0.5
"4287","SR Watson","NLTC Perera",1,35,0.0285714285714286,0.971428571428571
"4288","SR Watson","P Awana",1,19,0.0526315789473684,0.947368421052632
"4289","SR Watson","P Kumar",2,42,0.0476190476190476,0.952380952380952
"4290","SR Watson","P Negi",2,17,0.117647058823529,0.882352941176471
"4291","SR Watson","P Parameswaran",1,3,0.333333333333333,0.666666666666667
"4292","SR Watson","PP Chawla",3,40,0.075,0.925
"4293","SR Watson","PP Ojha",2,25,0.08,0.92
"4294","SR Watson","R Ashwin",1,38,0.0263157894736842,0.973684210526316
"4295","SR Watson","R Dhawan",1,5,0.2,0.8
"4296","SR Watson","R Rampaul",1,12,0.0833333333333333,0.916666666666667
"4297","SR Watson","RA Jadeja",5,57,0.087719298245614,0.912280701754386
"4298","SR Watson","RP Singh",3,37,0.0810810810810811,0.918918918918919
"4299","SR Watson","RR Raje",1,7,0.142857142857143,0.857142857142857
"4300","SR Watson","S Aravind",2,13,0.153846153846154,0.846153846153846
"4301","SR Watson","SB Jakati",1,11,0.0909090909090909,0.909090909090909
"4302","SR Watson","SC Ganguly",1,4,0.25,0.75
"4303","SR Watson","Shahid Afridi",1,3,0.333333333333333,0.666666666666667
"4304","SR Watson","Shakib Al Hasan",1,38,0.0263157894736842,0.973684210526316
"4305","SR Watson","SL Malinga",1,42,0.0238095238095238,0.976190476190476
"4306","SR Watson","SP Narine",2,23,0.0869565217391304,0.91304347826087
"4307","SR Watson","Umar Gul",1,4,0.25,0.75
"4308","SR Watson","WD Parnell",1,9,0.111111111111111,0.888888888888889
"4309","SR Watson","YS Chahal",2,21,0.0952380952380952,0.904761904761905
"4310","SR Watson","Yuvraj Singh",1,7,0.142857142857143,0.857142857142857
"4311","SS Iyer","A Nehra",1,5,0.2,0.8
"4312","SS Iyer","AB Dinda",1,11,0.0909090909090909,0.909090909090909
"4313","SS Iyer","AD Russell",2,25,0.08,0.92
"4314","SS Iyer","B Kumar",1,9,0.111111111111111,0.888888888888889
"4315","SS Iyer","CH Morris",1,8,0.125,0.875
"4316","SS Iyer","GB Hogg",1,7,0.142857142857143,0.857142857142857
"4317","SS Iyer","Harbhajan Singh",1,14,0.0714285714285714,0.928571428571429
"4318","SS Iyer","HH Pandya",1,11,0.0909090909090909,0.909090909090909
"4319","SS Iyer","HV Patel",1,3,0.333333333333333,0.666666666666667
"4320","SS Iyer","MA Starc",1,8,0.125,0.875
"4321","SS Iyer","P Kumar",1,14,0.0714285714285714,0.928571428571429
"4322","SS Iyer","PP Chawla",1,13,0.0769230769230769,0.923076923076923
"4323","SS Iyer","S Aravind",1,5,0.2,0.8
"4324","SS Iyer","Sandeep Sharma",2,18,0.111111111111111,0.888888888888889
"4325","SS Iyer","SL Malinga",1,13,0.0769230769230769,0.923076923076923
"4326","SS Iyer","SN Thakur",1,10,0.1,0.9
"4327","SS Iyer","SR Watson",1,1,1,0
"4328","SS Tiwary","A Kumble",1,14,0.0714285714285714,0.928571428571429
"4329","SS Tiwary","A Mishra",1,33,0.0303030303030303,0.96969696969697
"4330","SS Tiwary","A Nehra",1,8,0.125,0.875
"4331","SS Tiwary","AB Dinda",2,24,0.0833333333333333,0.916666666666667
"4332","SS Tiwary","AS Rajpoot",1,4,0.25,0.75
"4333","SS Tiwary","DR Smith",1,2,0.5,0.5
"4334","SS Tiwary","GJ Maxwell",1,1,1,0
"4335","SS Tiwary","Gurkeerat Singh",1,6,0.166666666666667,0.833333333333333
"4336","SS Tiwary","I Sharma",1,10,0.1,0.9
"4337","SS Tiwary","Imran Tahir",1,5,0.2,0.8
"4338","SS Tiwary","JE Taylor",1,7,0.142857142857143,0.857142857142857
"4339","SS Tiwary","JJ Bumrah",1,9,0.111111111111111,0.888888888888889
"4340","SS Tiwary","M Kartik",1,9,0.111111111111111,0.888888888888889
"4341","SS Tiwary","M Morkel",1,8,0.125,0.875
"4342","SS Tiwary","M Muralitharan",1,12,0.0833333333333333,0.916666666666667
"4343","SS Tiwary","Mohammad Asif",1,4,0.25,0.75
"4344","SS Tiwary","P Awana",1,3,0.333333333333333,0.666666666666667
"4345","SS Tiwary","PJ Sangwan",1,15,0.0666666666666667,0.933333333333333
"4346","SS Tiwary","PP Chawla",2,18,0.111111111111111,0.888888888888889
"4347","SS Tiwary","PP Ojha",1,13,0.0769230769230769,0.923076923076923
"4348","SS Tiwary","R Bhatia",1,16,0.0625,0.9375
"4349","SS Tiwary","RA Jadeja",1,10,0.1,0.9
"4350","SS Tiwary","RG Sharma",1,6,0.166666666666667,0.833333333333333
"4351","SS Tiwary","RJ Harris",1,8,0.125,0.875
"4352","SS Tiwary","RN ten Doeschate",1,5,0.2,0.8
"4353","SS Tiwary","RP Singh",1,14,0.0714285714285714,0.928571428571429
"4354","SS Tiwary","RS Bopara",1,10,0.1,0.9
"4355","SS Tiwary","RV Gomez",1,2,0.5,0.5
"4356","SS Tiwary","S Randiv",1,3,0.333333333333333,0.666666666666667
"4357","SS Tiwary","SB Jakati",2,18,0.111111111111111,0.888888888888889
"4358","SS Tiwary","SJ Srivastava",1,8,0.125,0.875
"4359","SS Tiwary","SK Trivedi",1,23,0.0434782608695652,0.956521739130435
"4360","SS Tiwary","SP Narine",1,5,0.2,0.8
"4361","SS Tiwary","SR Watson",1,17,0.0588235294117647,0.941176470588235
"4362","SS Tiwary","SW Tait",1,5,0.2,0.8
"4363","SS Tiwary","V Pratap Singh",1,5,0.2,0.8
"4364","SS Tiwary","YS Chahal",1,12,0.0833333333333333,0.916666666666667
"4365","ST Jayasuriya","A Mishra",1,8,0.125,0.875
"4366","ST Jayasuriya","A Uniyal",1,1,1,0
"4367","ST Jayasuriya","AB Dinda",1,7,0.142857142857143,0.857142857142857
"4368","ST Jayasuriya","B Lee",2,14,0.142857142857143,0.857142857142857
"4369","ST Jayasuriya","DP Nannes",1,9,0.111111111111111,0.888888888888889
"4370","ST Jayasuriya","DW Steyn",2,16,0.125,0.875
"4371","ST Jayasuriya","I Sharma",1,27,0.037037037037037,0.962962962962963
"4372","ST Jayasuriya","IK Pathan",1,8,0.125,0.875
"4373","ST Jayasuriya","LR Shukla",1,6,0.166666666666667,0.833333333333333
"4374","ST Jayasuriya","MF Maharoof",1,17,0.0588235294117647,0.941176470588235
"4375","ST Jayasuriya","MS Gony",1,25,0.04,0.96
"4376","ST Jayasuriya","RE van der Merwe",2,5,0.4,0.6
"4377","ST Jayasuriya","RP Singh",2,10,0.2,0.8
"4378","ST Jayasuriya","S Sreesanth",1,10,0.1,0.9
"4379","ST Jayasuriya","S Tyagi",1,9,0.111111111111111,0.888888888888889
"4380","ST Jayasuriya","Shahid Afridi",1,1,1,0
"4381","ST Jayasuriya","SK Trivedi",1,13,0.0769230769230769,0.923076923076923
"4382","ST Jayasuriya","SK Warne",1,7,0.142857142857143,0.857142857142857
"4383","ST Jayasuriya","SR Watson",2,10,0.2,0.8
"4384","ST Jayasuriya","T Thushara",1,11,0.0909090909090909,0.909090909090909
"4385","ST Jayasuriya","VY Mahesh",1,13,0.0769230769230769,0.923076923076923
"4386","ST Jayasuriya","Y Venugopal Rao",1,4,0.25,0.75
"4387","STR Binny","A Mishra",1,26,0.0384615384615385,0.961538461538462
"4388","STR Binny","AB Dinda",1,1,1,0
"4389","STR Binny","DJG Sammy",1,15,0.0666666666666667,0.933333333333333
"4390","STR Binny","Imran Tahir",2,3,0.666666666666667,0.333333333333333
"4391","STR Binny","JJ Bumrah",1,2,0.5,0.5
"4392","STR Binny","KA Pollard",1,2,0.5,0.5
"4393","STR Binny","Karanveer Singh",1,9,0.111111111111111,0.888888888888889
"4394","STR Binny","LR Shukla",1,1,1,0
"4395","STR Binny","M Morkel",1,1,1,0
"4396","STR Binny","MA Starc",1,3,0.333333333333333,0.666666666666667
"4397","STR Binny","MG Johnson",2,19,0.105263157894737,0.894736842105263
"4398","STR Binny","MM Sharma",1,7,0.142857142857143,0.857142857142857
"4399","STR Binny","NLTC Perera",1,6,0.166666666666667,0.833333333333333
"4400","STR Binny","P Kumar",1,13,0.0769230769230769,0.923076923076923
"4401","STR Binny","R McLaren",1,3,0.333333333333333,0.666666666666667
"4402","STR Binny","R Vinay Kumar",2,17,0.117647058823529,0.882352941176471
"4403","STR Binny","RA Jadeja",2,19,0.105263157894737,0.894736842105263
"4404","STR Binny","RJ Harris",1,1,1,0
"4405","STR Binny","S Gopal",1,5,0.2,0.8
"4406","STR Binny","UT Yadav",2,5,0.4,0.6
"4407","STR Binny","VY Mahesh",1,9,0.111111111111111,0.888888888888889
"4408","STR Binny","Yuvraj Singh",2,4,0.5,0.5
"4409","Sunny Gupta","SB Jakati",1,1,1,0
"4410","Sunny Singh","AB Agarkar",1,1,1,0
"4411","Sunny Singh","DL Vettori",1,1,1,0
"4412","Sunny Singh","S Randiv",1,3,0.333333333333333,0.666666666666667
"4413","SV Samson","A Mishra",1,18,0.0555555555555556,0.944444444444444
"4414","SV Samson","A Zampa",1,2,0.5,0.5
"4415","SV Samson","AD Mathews",1,4,0.25,0.75
"4416","SV Samson","AD Russell",1,13,0.0769230769230769,0.923076923076923
"4417","SV Samson","AR Patel",1,21,0.0476190476190476,0.952380952380952
"4418","SV Samson","B Kumar",2,35,0.0571428571428571,0.942857142857143
"4419","SV Samson","DJ Bravo",1,8,0.125,0.875
"4420","SV Samson","DS Kulkarni",1,3,0.333333333333333,0.666666666666667
"4421","SV Samson","DW Steyn",1,17,0.0588235294117647,0.941176470588235
"4422","SV Samson","GB Hogg",1,5,0.2,0.8
"4423","SV Samson","HV Patel",1,5,0.2,0.8
"4424","SV Samson","Imran Tahir",1,7,0.142857142857143,0.857142857142857
"4425","SV Samson","K Santokie",1,2,0.5,0.5
"4426","SV Samson","Karanveer Singh",1,11,0.0909090909090909,0.909090909090909
"4427","SV Samson","KV Sharma",1,7,0.142857142857143,0.857142857142857
"4428","SV Samson","MG Johnson",1,12,0.0833333333333333,0.916666666666667
"4429","SV Samson","MJ McClenaghan",2,9,0.222222222222222,0.777777777777778
"4430","SV Samson","MM Sharma",1,19,0.0526315789473684,0.947368421052632
"4431","SV Samson","MP Stoinis",1,7,0.142857142857143,0.857142857142857
"4432","SV Samson","P Awana",1,15,0.0666666666666667,0.933333333333333
"4433","SV Samson","R Bhatia",1,11,0.0909090909090909,0.909090909090909
"4434","SV Samson","R Rampaul",1,4,0.25,0.75
"4435","SV Samson","R Vinay Kumar",1,36,0.0277777777777778,0.972222222222222
"4436","SV Samson","RA Jadeja",1,14,0.0714285714285714,0.928571428571429
"4437","SV Samson","RS Bopara",1,7,0.142857142857143,0.857142857142857
"4438","SV Samson","S Gopal",1,7,0.142857142857143,0.857142857142857
"4439","SV Samson","S Nadeem",1,12,0.0833333333333333,0.916666666666667
"4440","SV Samson","Sandeep Sharma",1,14,0.0714285714285714,0.928571428571429
"4441","SV Samson","Shakib Al Hasan",1,18,0.0555555555555556,0.944444444444444
"4442","SV Samson","SL Malinga",1,8,0.125,0.875
"4443","SV Samson","SM Boland",1,7,0.142857142857143,0.857142857142857
"4444","SV Samson","SP Narine",2,18,0.111111111111111,0.888888888888889
"4445","SV Samson","SR Watson",1,10,0.1,0.9
"4446","SV Samson","WD Parnell",1,12,0.0833333333333333,0.916666666666667
"4447","SV Samson","YS Chahal",2,14,0.142857142857143,0.857142857142857
"4448","SV Samson","Yuvraj Singh",1,8,0.125,0.875
"4449","SW Billings","CJ Jordan",1,1,1,0
"4450","SW Billings","MP Stoinis",1,4,0.25,0.75
"4451","SW Billings","R Bhatia",1,7,0.142857142857143,0.857142857142857
"4452","SW Billings","UT Yadav",1,6,0.166666666666667,0.833333333333333
"4453","SW Tait","RP Singh",1,2,0.5,0.5
"4454","SW Tait","Shakib Al Hasan",1,1,1,0
"4455","SW Tait","V Sehwag",1,3,0.333333333333333,0.666666666666667
"4456","Swapnil Singh","AD Russell",1,1,1,0
"4457","T Henderson","JD Ryder",1,2,0.5,0.5
"4458","T Kohli","AB Dinda",1,1,1,0
"4459","T Kohli","GD McGrath",1,10,0.1,0.9
"4460","T Taibu","DW Steyn",1,1,1,0
"4461","T Taibu","RP Singh",1,2,0.5,0.5
"4462","T Thushara","RJ Harris",1,4,0.25,0.75
"4463","TD Paine","MM Patel",1,2,0.5,0.5
"4464","TD Paine","S Aravind",1,10,0.1,0.9
"4465","TG Southee","MM Sharma",1,2,0.5,0.5
"4466","TG Southee","Mustafizur Rahman",1,3,0.333333333333333,0.666666666666667
"4467","TG Southee","RA Jadeja",1,1,1,0
"4468","TL Suman","A Kumble",1,19,0.0526315789473684,0.947368421052632
"4469","TL Suman","A Singh",1,6,0.166666666666667,0.833333333333333
"4470","TL Suman","Anand Rajan",1,1,1,0
"4471","TL Suman","Azhar Mahmood",1,3,0.333333333333333,0.666666666666667
"4472","TL Suman","DE Bollinger",1,4,0.25,0.75
"4473","TL Suman","DJ Bravo",1,9,0.111111111111111,0.888888888888889
"4474","TL Suman","DW Steyn",2,19,0.105263157894737,0.894736842105263
"4475","TL Suman","Harbhajan Singh",3,20,0.15,0.85
"4476","TL Suman","Iqbal Abdulla",1,3,0.333333333333333,0.666666666666667
"4477","TL Suman","KV Sharma",1,2,0.5,0.5
"4478","TL Suman","M Muralitharan",1,5,0.2,0.8
"4479","TL Suman","MM Sharma",1,1,1,0
"4480","TL Suman","PJ Sangwan",2,14,0.142857142857143,0.857142857142857
"4481","TL Suman","PP Chawla",1,14,0.0714285714285714,0.928571428571429
"4482","TL Suman","R Sharma",1,3,0.333333333333333,0.666666666666667
"4483","TL Suman","R Vinay Kumar",1,16,0.0625,0.9375
"4484","TL Suman","RJ Harris",1,9,0.111111111111111,0.888888888888889
"4485","TL Suman","RR Powar",1,1,1,0
"4486","TL Suman","SB Jakati",1,16,0.0625,0.9375
"4487","TL Suman","Shakib Al Hasan",1,5,0.2,0.8
"4488","TL Suman","SK Trivedi",1,12,0.0833333333333333,0.916666666666667
"4489","TL Suman","SR Watson",1,2,0.5,0.5
"4490","TL Suman","SW Tait",1,2,0.5,0.5
"4491","TL Suman","UT Yadav",1,6,0.166666666666667,0.833333333333333
"4492","TL Suman","WA Mota",1,2,0.5,0.5
"4493","TM Dilshan","A Kumble",1,17,0.0588235294117647,0.941176470588235
"4494","TM Dilshan","A Symonds",1,15,0.0666666666666667,0.933333333333333
"4495","TM Dilshan","AB Dinda",2,21,0.0952380952380952,0.904761904761905
"4496","TM Dilshan","AD Mascarenhas",1,7,0.142857142857143,0.857142857142857
"4497","TM Dilshan","DE Bollinger",1,1,1,0
"4498","TM Dilshan","DR Smith",1,12,0.0833333333333333,0.916666666666667
"4499","TM Dilshan","DS Kulkarni",1,5,0.2,0.8
"4500","TM Dilshan","DW Steyn",1,24,0.0416666666666667,0.958333333333333
"4501","TM Dilshan","Harbhajan Singh",1,36,0.0277777777777778,0.972222222222222
"4502","TM Dilshan","Harmeet Singh",1,12,0.0833333333333333,0.916666666666667
"4503","TM Dilshan","I Sharma",3,17,0.176470588235294,0.823529411764706
"4504","TM Dilshan","J Botha",1,22,0.0454545454545455,0.954545454545455
"4505","TM Dilshan","JA Morkel",2,14,0.142857142857143,0.857142857142857
"4506","TM Dilshan","JR Hopes",1,2,0.5,0.5
"4507","TM Dilshan","L Balaji",1,20,0.05,0.95
"4508","TM Dilshan","LJ Wright",1,6,0.166666666666667,0.833333333333333
"4509","TM Dilshan","M Muralitharan",1,11,0.0909090909090909,0.909090909090909
"4510","TM Dilshan","MG Johnson",1,11,0.0909090909090909,0.909090909090909
"4511","TM Dilshan","MM Patel",1,40,0.025,0.975
"4512","TM Dilshan","PP Ojha",1,23,0.0434782608695652,0.956521739130435
"4513","TM Dilshan","R McLaren",1,1,1,0
"4514","TM Dilshan","R Sharma",1,16,0.0625,0.9375
"4515","TM Dilshan","RP Singh",1,48,0.0208333333333333,0.979166666666667
"4516","TM Dilshan","S Sreesanth",3,16,0.1875,0.8125
"4517","TM Dilshan","SB Jakati",1,5,0.2,0.8
"4518","TM Dilshan","SK Warne",2,21,0.0952380952380952,0.904761904761905
"4519","TM Dilshan","SL Malinga",2,51,0.0392156862745098,0.96078431372549
"4520","TM Dilshan","SR Watson",1,14,0.0714285714285714,0.928571428571429
"4521","TM Dilshan","V Pratap Singh",1,10,0.1,0.9
"4522","TM Dilshan","VR Aaron",1,2,0.5,0.5
"4523","TM Dilshan","YK Pathan",1,15,0.0666666666666667,0.933333333333333
"4524","TM Head","Sandeep Sharma",1,7,0.142857142857143,0.857142857142857
"4525","TM Srivastava","VY Mahesh",1,6,0.166666666666667,0.833333333333333
"4526","TR Birt","DT Christian",1,8,0.125,0.875
"4527","TR Birt","P Kumar",1,4,0.25,0.75
"4528","TR Birt","R Vinay Kumar",1,11,0.0909090909090909,0.909090909090909
"4529","TR Birt","RR Powar",1,4,0.25,0.75
"4530","TR Birt","YK Pathan",1,5,0.2,0.8
"4531","UA Birla","Iqbal Abdulla",1,1,1,0
"4532","UBT Chand","A Mishra",1,8,0.125,0.875
"4533","UBT Chand","Azhar Mahmood",1,9,0.111111111111111,0.888888888888889
"4534","UBT Chand","B Lee",2,9,0.222222222222222,0.777777777777778
"4535","UBT Chand","DW Steyn",1,5,0.2,0.8
"4536","UBT Chand","Harbhajan Singh",1,1,1,0
"4537","UBT Chand","JD Unadkat",1,8,0.125,0.875
"4538","UBT Chand","MM Sharma",2,15,0.133333333333333,0.866666666666667
"4539","UBT Chand","P Kumar",2,16,0.125,0.875
"4540","UBT Chand","PP Ojha",1,3,0.333333333333333,0.666666666666667
"4541","UBT Chand","PV Tambe",1,4,0.25,0.75
